months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,collision_type_missing,property_damage_missing,police_report_available_missing,authorities_contacted_missing,injury_share,property_share,target,days_since_bind,incident_month,incident_dow,incident_weekend,policy_bind_year,policy_bind_month,policy_bind_quarter,is_holiday,holiday_window_2d,hour_sin,hour_cos,hour_bin_4,vehicle_age,csl_per_person,csl_per_incident,street_type,vehicle_age_bucket,vehicle_tier,body_type,claim_amount_risk_band,claim_amount_risk_band_encoded,days_since_bind_bucket_final,customer_tenure_bucket,umbrella_limit_bin,policy_annual_premium_bin,days_since_bind_bin,is_high_risk_premium
195,39,OH,1000,1393.57,0,MALE,PhD,machine-op-inspct,not-in-family,47600,-39600,Parked Car,Missing,Minor Damage,Police,VA,1,NO,0,1,YES,2640,Ford,F150,1,0,0,0,0.1818181818181818,0.1818181818181818,0,194,2,4,0,2014,8,3,0,0,0.9659258262890684,0.2588190451025207,Night (0-5),6,250,500,St,mid,mid,pickup,low,0,1y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(-0.001, 908.2]",1
22,26,OH,1000,1276.57,0,MALE,PhD,craft-repair,not-in-family,71500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,1,YES,1,2,NO,78900,Chevrolet,Silverado,0,0,0,0,0.2,0.1,0,2705,1,1,0,2007,8,3,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),20,100,300,Drive,old,mid,pickup,high,2,8y,1–2y,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(1984.8, 2909.4]",0
439,56,IN,500,1082.49,0,FEMALE,PhD,prof-specialty,unmarried,36100,-55000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,3,Missing,2,3,Missing,56430,Honda,CRV,0,1,1,0,0.0,0.1111111111111111,0,2291,2,5,1,2008,11,4,0,0,1.2246467991473532e-16,-1.0,Afternoon (12-17),1,250,500,Hwy,new,mid,suv,medium,1,7y,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(1984.8, 2909.4]",0
94,32,IN,1000,1414.74,0,FEMALE,Masters,adm-clerical,own-child,0,0,Parked Car,Missing,Minor Damage,Missing,VA,1,NO,1,3,NO,2400,Chevrolet,Silverado,1,0,0,1,0.125,0.125,0,7067,2,6,1,1995,10,4,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),1,500,1000,Ave,new,mid,pickup,low,0,20y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(6660.4, 7554.4]",0
11,39,IL,2000,1470.06,0,MALE,PhD,other-service,husband,56600,-45800,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,1,YES,0,1,NO,65790,Saab,93,0,0,0,0,0.1111111111111111,0.1111111111111111,0,7903,1,2,0,1993,5,2,0,0,-0.5000000000000004,0.8660254037844384,Evening (18-23),8,250,500,Hwy,old,low,other,high,2,20y+,6–12mo,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(7554.4, 8444.2]",0
151,36,OH,2000,870.63,0,FEMALE,MD,adm-clerical,own-child,94800,-58500,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,3,NO,1,1,NO,62920,Ford,Escape,0,0,0,0,0.1818181818181818,0.0909090909090909,0,3601,1,1,0,2005,2,1,0,0,1.2246467991473532e-16,-1.0,Afternoon (12-17),15,250,500,St,old,mid,other,high,2,10y,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(2909.4, 3830.6]",0
154,34,IN,500,795.23,0,MALE,PhD,machine-op-inspct,other-relative,36900,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,3,YES,2,1,Missing,69480,Nissan,Maxima,0,0,1,0,0.2222222222222222,0.0,1,9096,1,5,1,1990,2,1,0,0,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),1,100,300,Drive,new,mid,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(8444.2, 9172.0]",0
245,44,IL,1000,1168.2,0,MALE,JD,handlers-cleaners,husband,69100,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,3,NO,0,3,NO,44280,Honda,Accord,0,0,0,0,0.1666666666666666,0.0833333333333333,0,7804,2,2,0,1993,9,3,0,0,-0.2588190451025207,0.9659258262890684,Evening (18-23),18,500,1000,St,old,mid,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(7554.4, 8444.2]",0
119,32,IL,1000,993.51,0,MALE,High School,armed-forces,unmarried,0,-49500,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,1,NO,0,3,YES,56300,BMW,M5,0,0,0,0,0.1,0.2,0,216,1,0,0,2014,6,2,0,0,1.2246467991473532e-16,-1.0,Afternoon (12-17),4,500,1000,Drive,mid,premium,other,medium,1,1y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(-0.001, 908.2]",0
215,42,OH,500,1848.81,0,MALE,JD,transport-moving,own-child,0,-49000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,3,YES,2,2,YES,68520,Suburu,Legacy,0,0,0,0,0.1666666666666666,0.0833333333333333,1,2292,2,4,0,2008,10,4,0,0,-0.8660254037844386,0.5000000000000001,Evening (18-23),12,500,1000,Ave,old,mid,other,high,2,7y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(1984.8, 2909.4]",0
295,42,OH,2000,1641.73,5000000,MALE,PhD,sales,not-in-family,62400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,3,NO,0,0,NO,59130,Ford,Escape,0,0,0,0,0.1111111111111111,0.1111111111111111,1,2828,1,1,0,2007,4,2,0,1,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),9,250,500,Drive,old,mid,other,high,2,8y,5y+,"(2000000.0, 6000000.0]","(1564.724, 2047.59]","(1984.8, 2909.4]",0
254,39,IN,500,1362.87,0,FEMALE,MD,exec-managerial,other-relative,35700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,3,YES,2,2,NO,82320,Dodge,Neon,0,0,0,0,0.1666666666666666,0.0833333333333333,1,7741,2,6,1,1993,12,4,0,0,1.0,6.123233995736766e-17,Morning (6-11),20,100,300,Hwy,old,mid,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(7554.4, 8444.2]",1
107,31,IN,500,1239.22,7000000,FEMALE,High School,tech-support,not-in-family,43400,-91200,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,1,YES,0,1,NO,89700,Audi,A5,0,0,0,0,0.1538461538461538,0.1538461538461538,1,1262,1,4,0,2011,8,3,0,1,1.2246467991473532e-16,-1.0,Afternoon (12-17),6,250,500,Ridge,mid,premium,sedan,high,2,4y,5y+,"(6000000.0, 10000000.0]","(1197.974, 1257.2]","(908.2, 1984.8]",0
478,64,OH,500,835.02,0,FEMALE,Associate,adm-clerical,unmarried,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,3,NO,1,1,NO,33930,BMW,X6,0,0,0,0,0.0,0.1111111111111111,0,8932,2,0,0,1990,8,3,0,1,-0.9659258262890684,-0.2588190451025206,Afternoon (12-17),17,250,500,Lane,old,premium,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(8444.2, 9172.0]",0
128,30,OH,1000,1061.33,0,MALE,MD,machine-op-inspct,own-child,43300,-66200,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,1,NO,0,3,NO,68530,Audi,A5,0,0,0,0,0.1818181818181818,0.0909090909090909,0,7638,1,5,1,1994,2,1,0,0,0.8660254037844387,-0.4999999999999998,Morning (6-11),18,100,300,Ave,old,premium,sedan,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(7554.4, 8444.2]",0
338,49,IN,1000,1279.08,0,MALE,MD,other-service,own-child,0,-51500,Parked Car,Missing,Minor Damage,Missing,NC,1,NO,0,1,Missing,4300,Ford,F150,1,0,1,1,0.2,0.2,0,7675,2,4,0,1994,2,1,0,0,-0.2588190451025203,-0.9659258262890684,Afternoon (12-17),11,500,1000,Ridge,old,mid,pickup,low,0,20y+,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(7554.4, 8444.2]",0
271,42,OH,500,1105.49,0,FEMALE,Associate,prof-specialty,own-child,56200,-50000,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,2,Missing,2,3,Missing,68310,Audi,A3,0,1,1,0,0.1818181818181818,0.0909090909090909,1,1285,2,4,0,2011,8,3,0,0,1.2246467991473532e-16,-1.0,Afternoon (12-17),12,100,300,Hwy,old,premium,sedan,high,2,4y,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(908.2, 1984.8]",0
222,41,OH,2000,1055.53,0,FEMALE,MD,armed-forces,not-in-family,37800,-50300,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,1,NO,0,2,NO,61290,Honda,Civic,0,0,0,0,0.1111111111111111,0.1111111111111111,1,5933,2,6,1,1998,11,4,0,0,0.9659258262890684,-0.2588190451025208,Morning (6-11),20,100,300,Ridge,old,mid,other,high,2,20y,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(5658.2, 6660.4]",0
199,41,OH,1000,895.83,0,FEMALE,Associate,sales,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,1,NO,1,2,NO,30100,Chevrolet,Malibu,0,0,0,0,0.1,0.0,0,7009,2,2,0,1995,12,4,0,0,0.4999999999999999,-0.8660254037844387,Morning (6-11),16,250,500,Ridge,old,mid,sedan,low,0,20y,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(6660.4, 7554.4]",0
215,37,IN,500,1632.93,0,FEMALE,College,transport-moving,not-in-family,0,-42900,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,3,NO,2,0,YES,57120,Mercedes,C300,0,0,0,0,0.1666666666666666,0.0833333333333333,0,4440,2,0,0,2002,12,4,0,0,0.9659258262890684,-0.2588190451025208,Morning (6-11),13,100,300,Ave,old,premium,sedan,medium,1,15y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(3830.6, 4682.0]",0
192,40,IL,1000,1405.99,0,FEMALE,Associate,sales,wife,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,3,YES,1,0,YES,42930,BMW,X6,0,0,0,0,0.2222222222222222,0.1111111111111111,0,3972,3,6,1,2004,4,2,0,0,-1.0,-1.8369701987210294e-16,Evening (18-23),10,100,300,Lane,old,premium,other,medium,1,12y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(3830.6, 4682.0]",0
120,35,OH,1000,1425.54,0,FEMALE,High School,transport-moving,other-relative,78300,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,SC,3,NO,2,0,NO,51210,Ford,Fusion,0,0,0,0,0.2222222222222222,0.1111111111111111,0,5095,1,3,0,2001,2,1,0,0,-0.5000000000000004,0.8660254037844384,Evening (18-23),5,100,300,Drive,mid,mid,other,medium,1,15y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(4682.0, 5658.2]",0
270,45,OH,1000,1038.09,0,FEMALE,College,handlers-cleaners,husband,0,-19700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,3,NO,1,1,YES,89400,Suburu,Legacy,0,0,0,0,0.1666666666666666,0.0833333333333333,0,1828,1,2,0,2010,1,1,0,0,-1.0,-1.8369701987210294e-16,Evening (18-23),17,500,1000,Ave,old,mid,other,high,2,6y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(908.2, 1984.8]",0
319,47,IN,500,1307.11,0,MALE,College,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,3,NO,0,2,Missing,59730,Audi,A3,0,0,1,0,0.1818181818181818,0.1818181818181818,0,8344,2,1,0,1992,4,2,0,1,-0.5000000000000004,0.8660254037844384,Evening (18-23),10,250,500,St,old,premium,sedan,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(7554.4, 8444.2]",1
194,39,OH,1000,1489.24,6000000,FEMALE,JD,other-service,wife,0,-45000,Vehicle Theft,Missing,Minor Damage,Missing,SC,1,YES,2,2,YES,8060,Saab,95,1,0,0,1,0.1538461538461538,0.1538461538461538,0,1709,1,5,1,2010,5,2,0,0,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),11,500,1000,Lane,old,low,other,low,0,5y,5y+,"(2000000.0, 6000000.0]","(1454.674, 1564.724]","(908.2, 1984.8]",0
227,38,OH,500,976.67,0,FEMALE,PhD,handlers-cleaners,unmarried,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,1,Missing,1,2,Missing,72200,BMW,M5,0,1,1,0,0.2,0.1,1,451,1,2,0,2013,10,4,0,1,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),2,500,1000,Ave,new,premium,other,high,2,2y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(-0.001, 908.2]",0
137,31,OH,2000,1340.43,0,MALE,High School,exec-managerial,husband,52700,-40600,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,3,NO,1,2,NO,50800,Accura,MDX,0,0,0,0,0.2,0.2,0,7435,2,3,0,1994,10,4,0,0,1.0,6.123233995736766e-17,Morning (6-11),10,250,500,Hwy,old,mid,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(6660.4, 7554.4]",1
244,40,OH,2000,1267.81,5000000,FEMALE,Masters,exec-managerial,wife,0,0,Vehicle Theft,Missing,Trivial Damage,Missing,NC,1,Missing,2,1,Missing,6600,Accura,TL,1,1,1,1,0.1,0.2,0,6392,1,5,1,1997,7,3,0,1,0.4999999999999999,-0.8660254037844387,Morning (6-11),10,500,1000,Hwy,old,mid,other,low,0,20y,5y+,"(2000000.0, 6000000.0]","(1257.2, 1322.372]","(5658.2, 6660.4]",0
78,29,IL,1000,1234.2,6000000,MALE,Masters,other-service,other-relative,0,0,Vehicle Theft,Missing,Minor Damage,Police,NY,1,YES,2,2,NO,7500,Nissan,Maxima,1,0,0,0,0.1,0.2,0,1444,1,3,0,2011,2,1,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),13,250,500,St,old,mid,other,low,0,4y,5y+,"(2000000.0, 6000000.0]","(1197.974, 1257.2]","(908.2, 1984.8]",0
200,35,IN,2000,1318.06,0,MALE,High School,exec-managerial,wife,57300,-80600,Vehicle Theft,Missing,Trivial Damage,Missing,VA,1,NO,0,3,YES,6490,Volkswagen,Jetta,1,0,0,1,0.1818181818181818,0.1818181818181818,0,7456,1,0,0,1994,8,3,1,1,-0.2588190451025203,-0.9659258262890684,Afternoon (12-17),13,250,500,Lane,old,mid,other,low,0,20y+,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(6660.4, 7554.4]",1
284,48,IN,2000,769.95,0,MALE,Masters,prof-specialty,not-in-family,0,-44200,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,2,Missing,2,3,NO,60940,Audi,A3,0,1,0,0,0.0909090909090909,0.1818181818181818,1,6458,1,0,0,1997,5,2,1,1,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),2,500,1000,Lane,new,premium,sedan,high,2,20y,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(5658.2, 6660.4]",0
275,41,OH,2000,1514.72,0,MALE,High School,transport-moving,own-child,35700,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,3,YES,0,1,Missing,58300,Suburu,Legacy,0,0,1,0,0.1,0.2,0,6673,2,0,0,1996,10,4,0,1,-0.2588190451025203,-0.9659258262890684,Afternoon (12-17),8,100,300,Drive,old,mid,other,high,2,20y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(6660.4, 7554.4]",0
153,34,IL,1000,873.64,4000000,FEMALE,Associate,priv-house-serv,husband,800,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,3,NO,2,1,Missing,68400,Ford,F150,0,0,1,0,0.1666666666666666,0.1666666666666666,0,3254,1,4,0,2006,3,1,0,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),8,500,1000,St,old,mid,pickup,high,2,9y,5y+,"(2000000.0, 6000000.0]","(433.329, 953.9]","(2909.4, 3830.6]",0
134,32,IL,500,1612.43,0,FEMALE,MD,other-service,own-child,36400,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,1,Missing,2,1,YES,64240,BMW,3 Series,0,1,0,0,0.1818181818181818,0.1818181818181818,0,8772,1,3,0,1991,1,1,0,0,0.4999999999999999,0.8660254037844387,Night (0-5),0,500,1000,Ave,new,premium,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(8444.2, 9172.0]",0
31,36,IL,2000,1318.24,9000000,FEMALE,College,prof-specialty,not-in-family,0,-78600,Parked Car,Missing,Trivial Damage,Missing,WV,1,NO,0,1,YES,4700,Dodge,Neon,1,0,0,1,0.2,0.1,0,5647,1,4,0,1999,8,3,0,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),13,500,1000,St,old,mid,other,low,0,20y,2–3y,"(6000000.0, 10000000.0]","(1257.2, 1322.372]","(4682.0, 5658.2]",1
41,25,IN,1000,1226.83,0,FEMALE,College,exec-managerial,not-in-family,0,-56100,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,3,YES,2,0,Missing,45120,Accura,MDX,0,0,1,0,0.0,0.125,1,8393,1,2,0,1992,1,1,0,0,1.2246467991473532e-16,-1.0,Afternoon (12-17),4,100,300,St,mid,mid,other,medium,1,20y+,3–5y,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(7554.4, 8444.2]",0
127,29,OH,2000,1326.44,5000000,FEMALE,High School,sales,own-child,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,2,YES,1,1,Missing,66950,Saab,93,0,0,1,0,0.1538461538461538,0.1538461538461538,0,5558,2,1,0,1999,12,4,0,0,1.2246467991473532e-16,-1.0,Afternoon (12-17),20,250,500,Hwy,old,low,other,high,2,20y,5y+,"(2000000.0, 6000000.0]","(1322.372, 1385.327]","(4682.0, 5658.2]",1
61,23,IL,2000,1136.83,4000000,FEMALE,Associate,tech-support,own-child,0,-62400,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,1,NO,0,3,Missing,98340,Honda,Accord,0,0,1,0,0.0909090909090909,0.1818181818181818,1,7911,2,0,0,1993,6,2,0,1,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),11,250,500,Hwy,old,mid,other,high,2,20y+,5y+,"(2000000.0, 6000000.0]","(1124.663, 1197.974]","(7554.4, 8444.2]",0
207,42,IL,2000,1322.78,0,MALE,PhD,farming-fishing,own-child,55200,0,Parked Car,Missing,Trivial Damage,Missing,WV,1,NO,0,1,NO,5900,BMW,X5,1,0,0,1,0.1,0.1,0,5261,2,5,1,2000,10,4,0,0,0.7071067811865476,-0.7071067811865475,Morning (6-11),8,250,500,Drive,old,premium,suv,low,0,15y,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(4682.0, 5658.2]",1
219,43,IN,1000,1483.25,0,FEMALE,MD,exec-managerial,not-in-family,90700,-20800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,3,NO,1,1,Missing,70680,Ford,Fusion,0,0,1,0,0.0833333333333333,0.1666666666666666,0,1503,2,0,0,2010,12,4,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),6,100,300,Lane,mid,mid,other,high,2,5y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(908.2, 1984.8]",0
271,42,IL,500,1515.3,0,FEMALE,High School,machine-op-inspct,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,3,NO,1,0,NO,93720,Mercedes,ML350,0,0,0,0,0.1818181818181818,0.0909090909090909,0,9074,1,0,0,1990,3,1,1,1,-0.7071067811865477,0.7071067811865474,Evening (18-23),10,100,300,Hwy,old,premium,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(8444.2, 9172.0]",0
80,25,IL,2000,1075.18,5000000,FEMALE,PhD,armed-forces,husband,67700,-58400,Vehicle Theft,Missing,Minor Damage,Missing,OH,1,NO,2,0,YES,6930,Toyota,Highlander,1,0,0,1,0.1818181818181818,0.0909090909090909,0,1087,2,5,1,2012,3,1,0,0,0.9659258262890684,0.2588190451025207,Night (0-5),14,100,300,Drive,old,mid,suv,low,0,3y,5y+,"(2000000.0, 6000000.0]","(1050.656, 1124.663]","(908.2, 1984.8]",0
325,47,IN,1000,1690.27,0,FEMALE,Associate,protective-serv,not-in-family,61500,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,1,YES,0,3,NO,72930,Dodge,RAM,0,0,0,0,0.0909090909090909,0.0909090909090909,1,3265,1,2,0,2006,2,1,0,0,0.258819045102521,-0.9659258262890682,Morning (6-11),9,500,1000,St,old,mid,pickup,high,2,9y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(2909.4, 3830.6]",0
29,25,IL,2000,1352.83,0,MALE,Masters,farming-fishing,own-child,0,-71700,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,4,YES,1,2,YES,64890,Nissan,Pathfinder,0,0,0,0,0.1111111111111111,0.1111111111111111,1,82,1,3,0,2014,11,4,0,0,0.8660254037844386,0.5000000000000001,Night (0-5),2,250,500,Hwy,new,mid,suv,high,2,0–6mo,2–3y,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(-0.001, 908.2]",1
295,48,OH,1000,1148.73,0,FEMALE,College,machine-op-inspct,wife,0,0,Parked Car,Missing,Trivial Damage,Missing,WV,1,Missing,1,2,YES,5400,Saab,95,1,1,0,1,0.1666666666666666,0.1666666666666666,0,2076,2,6,1,2009,6,2,0,0,1.0,6.123233995736766e-17,Morning (6-11),16,250,500,St,old,low,other,low,0,6y,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(1984.8, 2909.4]",0
239,42,IL,1000,969.5,0,MALE,College,exec-managerial,not-in-family,0,0,Vehicle Theft,Missing,Trivial Damage,Missing,NC,1,NO,0,0,Missing,5600,Audi,A3,1,0,1,1,0.125,0.125,0,5607,1,0,0,1999,9,3,0,0,0.4999999999999999,-0.8660254037844387,Morning (6-11),8,100,300,Ave,old,premium,sedan,low,0,20y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(4682.0, 5658.2]",0
269,41,IN,500,1463.82,0,FEMALE,College,protective-serv,not-in-family,0,-72300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,1,YES,0,0,Missing,79300,Saab,92x,0,0,1,0,0.2,0.2,0,8863,1,5,1,1990,10,4,0,0,-0.2588190451025207,0.9659258262890684,Evening (18-23),8,100,300,Hwy,old,low,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(8444.2, 9172.0]",0
80,27,IL,1000,1474.17,0,FEMALE,College,tech-support,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,1,YES,1,0,YES,52800,Saab,95,0,0,0,0,0.2,0.1,0,6772,2,3,0,1996,8,3,0,0,-0.2588190451025203,-0.9659258262890684,Afternoon (12-17),11,100,300,Hwy,old,low,other,medium,1,20y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(6660.4, 7554.4]",0
279,41,IL,500,1497.35,0,FEMALE,JD,prof-specialty,husband,37300,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,3,Missing,2,3,NO,28800,Ford,Fusion,0,1,0,0,0.0,0.125,0,4985,1,3,0,2001,6,2,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),2,250,500,Drive,new,mid,other,low,0,15y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(4682.0, 5658.2]",0
165,33,OH,1000,1427.14,0,FEMALE,Associate,tech-support,other-relative,35300,-58100,Parked Car,Missing,Minor Damage,Police,WV,1,NO,1,1,NO,2970,Toyota,Highlander,1,0,0,0,0.1111111111111111,0.1111111111111111,0,2884,2,6,1,2007,3,1,0,1,0.7071067811865475,0.7071067811865476,Night (0-5),7,100,300,Lane,mid,mid,suv,low,0,8y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(1984.8, 2909.4]",0
350,54,OH,500,1495.1,0,MALE,College,other-service,wife,50500,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,3,NO,0,0,Missing,93480,Chevrolet,Malibu,0,0,1,0,0.1666666666666666,0.0833333333333333,0,469,2,3,0,2013,10,4,0,1,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),1,500,1000,Hwy,new,mid,sedan,high,2,2y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(-0.001, 908.2]",0
295,49,IL,500,1141.62,0,MALE,College,prof-specialty,husband,34300,-24300,Vehicle Theft,Missing,Minor Damage,Missing,WV,1,YES,1,3,YES,4320,Mercedes,E400,1,0,0,1,0.1111111111111111,0.1111111111111111,0,8237,1,3,0,1992,6,2,1,1,0.8660254037844386,0.5000000000000001,Night (0-5),13,100,300,St,old,premium,other,low,0,20y+,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(7554.4, 8444.2]",0
464,61,OH,1000,1125.37,0,FEMALE,Associate,prof-specialty,husband,0,-56400,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,3,Missing,0,2,YES,79800,Saab,95,0,1,0,0,0.0833333333333333,0.25,1,8864,1,1,0,1990,10,4,0,0,1.0,6.123233995736766e-17,Morning (6-11),15,500,1000,Ridge,old,low,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(8444.2, 9172.0]",0
118,28,IN,2000,1207.36,0,FEMALE,High School,handlers-cleaners,own-child,0,-57000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,2,NO,1,0,Missing,74200,Volkswagen,Passat,0,0,1,0,0.1,0.2,0,8464,3,6,1,1991,12,4,0,0,-0.5000000000000004,0.8660254037844384,Evening (18-23),18,500,1000,Hwy,old,mid,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(8444.2, 9172.0]",0
298,47,IL,2000,1338.5,0,FEMALE,PhD,machine-op-inspct,other-relative,28800,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,1,Missing,0,0,Missing,70590,Saab,93,0,1,1,0,0.1538461538461538,0.1538461538461538,1,5927,2,0,0,1998,11,4,0,1,0.2588190451025207,0.9659258262890684,Night (0-5),15,500,1000,Lane,old,low,other,high,2,20y,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(5658.2, 6660.4]",1
87,31,IN,1000,1074.07,0,FEMALE,Masters,sales,husband,0,-47500,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,3,NO,0,3,YES,60940,Nissan,Ultima,0,0,0,0,0.0909090909090909,0.1818181818181818,1,2041,1,1,0,2009,6,2,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),9,500,1000,Ridge,old,mid,sedan,high,2,6y,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(1984.8, 2909.4]",0
